name,ingredients,prep_time,cook_time,total_time,diet_veg,course_main course,course_snack,course_starter,state_Andhra Pradesh,state_Assam,state_Bihar,state_Chhattisgarh,state_Goa,state_Gujarat,state_Haryana,state_Jammu & Kashmir,state_Karnataka,state_Kerala,state_Madhya Pradesh,state_Maharashtra,state_Manipur,state_NCT of Delhi,state_Nagaland,state_Odisha,state_Punjab,state_Rajasthan,state_Tamil Nadu,state_Telangana,state_Tripura,state_Uttar Pradesh,state_Uttarakhand,state_West Bengal,region_Central,region_East,region_North,region_North East,region_South,region_Unknown,region_West,flavor_profile_bitter,flavor_profile_sour,flavor_profile_spicy,flavor_profile_sweet
Goja,"Baking soda, clarified butter, oil, all purpose flour",20,60,80,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
Hando Guri,"Jaggery, raisins",-1,-1,-2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Haq Maas,"Lamb, garam masala powder, curd, turmeric, bay leaf",20,40,60,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Chingri Bhape,"Coconut, prawns, curd, mustard seed, green chili",15,30,45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Kabiraji,"Fish fillet, besan, lemon, mint, ginger",-1,-1,-2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
Khorisa,"Fermented bamboo shoot, potato, ginger, green, mustard oil",-1,-1,-2,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Koldil Chicken,"Banana flower, chicken, green chili, mustard oil, lemon juice",-1,-1,-2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Konir Dom,"Aloo, tomatoes, mustard oil, bay leaf, cinnamon stick",-1,-1,-2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Koldil Duck,"Rice flour, mutton, banana, gram flour, olive oil, baking powder",-1,-1,-2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Masor Koni,"Fish roe, pumpkin flowers, mustard oil, turmeric, tomato",-1,-1,-2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Mishti Chholar Dal,"Chana dal, fresh coconut, ginger, cinnamon, raisins",10,30,40,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
Pakhala,"Curd, cooked rice, curry leaves, dry chilli",-1,-1,-2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Pani Pitha,"Tea leaves, white sesame seeds, dry coconut, soaked rice",10,20,30,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Payokh,"Basmati rice, rose water, sugar, clarified butter, cardamom pods",-1,-1,-2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Prawn malai curry,"Coconut milk, prawns, garlic, turmeric, sugar",15,50,65,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
Red Rice,"Red pepper, red onion, butter, watercress, olive oil",-1,-1,-2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shukto,"Green beans, bitter gourd, ridge gourd, banana, brinjal",10,20,30,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
Til Pitha,"Glutinous rice, black sesame seeds, gur",5,30,35,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Bebinca,"Coconut milk, egg yolks, clarified butter, all purpose flour",20,60,80,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Shufta,"Cottage cheese, dry dates, dried rose petals, pistachio, badam",-1,-1,-2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Mawa Bati,"Milk powder, dry fruits, arrowroot powder, all purpose flour",20,45,65,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Pinaca,"Brown rice, fennel seeds, grated coconut, black pepper, ginger powder",-1,-1,-2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
